0,0,0.000000,0.000000,0.000000
0,1,0.000000,0.000000,0.000000
1,0,0.011261,0.001589,-0.004038
1,1,-0.007484,0.001051,0.010509
2,0,0.004715,-0.000949,0.003280
2,1,-0.001923,0.000765,0.005000
3,0,0.011253,-0.001313,-0.006423
3,1,-0.008926,0.006166,0.007343
4,0,-0.000359,0.003148,0.001115
4,1,-0.002586,-0.000178,-0.000315
5,0,0.002113,0.003651,-0.003900
5,1,-0.001869,-0.002707,-0.002699
6,0,0.010101,0.002167,-0.001146
6,1,-0.004158,-0.000160,0.001410
7,0,0.016937,-0.004495,-0.013331
7,1,-0.000160,-0.002567,-0.003933
8,0,0.020912,-0.006723,-0.012257
8,1,-0.001381,-0.002197,0.000163
9,0,0.019066,-0.004645,-0.007661
9,1,-0.003670,0.000248,0.007624
10,0,0.016548,-0.001775,-0.006366
10,1,-0.014206,-0.002172,0.012983
11,0,0.003349,0.001386,-0.005101
11,1,-0.006134,0.000996,0.002079
12,0,0.021767,-0.003590,-0.012081
12,1,-0.003906,0.002001,0.005424
13,0,0.011398,0.000906,-0.004295
13,1,-0.016159,0.000392,0.009158
14,0,0.000015,0.001105,0.000343
14,1,-0.008438,0.001685,0.005527
15,0,0.009308,-0.000184,-0.004628
15,1,-0.006065,0.000973,0.005513
16,0,0.002434,0.000476,0.004569
16,1,-0.001831,-0.002000,0.006626
17,0,0.006371,-0.002455,0.001825
17,1,-0.010872,0.000594,0.014694
18,0,0.000473,0.000025,0.004494
18,1,-0.006287,0.002709,0.006173
19,0,0.010742,-0.001546,-0.010238
19,1,-0.001144,0.001666,-0.001951
20,0,0.010712,0.002110,-0.002591
20,1,0.000710,0.002070,0.000167
