60,0,-66.734283,0.678248,-0.102242
60,1,-66.816093,0.727506,-0.062838
61,0,-67.865479,0.701296,-0.095503
61,1,-67.943008,0.746196,-0.060559
62,0,-68.989594,0.711986,-0.075416
62,1,-69.078766,0.754004,-0.040834
63,0,-70.076836,0.721137,-0.100975
63,1,-70.208412,0.770460,-0.040062
64,0,-71.180382,0.736340,-0.117650
64,1,-71.318398,0.783986,-0.047911
65,0,-72.312775,0.747447,-0.107184
65,1,-72.422844,0.794741,-0.052006
66,0,-73.436462,0.754242,-0.101610
66,1,-73.542641,0.795609,-0.059129
67,0,-74.557175,0.769032,-0.094392
67,1,-74.660095,0.813353,-0.055405
68,0,-75.674782,0.786758,-0.088736
68,1,-75.790329,0.822742,-0.043311
69,0,-76.772995,0.789144,-0.115801
69,1,-76.902893,0.833863,-0.043893
70,0,-77.883705,0.800229,-0.122758
70,1,-78.022629,0.844398,-0.057960
71,0,-79.009750,0.818294,-0.112155
71,1,-79.128494,0.860952,-0.059250
72,0,-80.104988,0.823560,-0.123113
72,1,-80.241234,0.872021,-0.063587
73,0,-81.240181,0.837052,-0.113221
73,1,-81.355682,0.882345,-0.075684
74,0,-82.357849,0.851768,-0.107898
74,1,-82.480865,0.895432,-0.060404
75,0,-83.465157,0.863208,-0.124285
75,1,-83.607719,0.909009,-0.062064
76,0,-84.601944,0.880752,-0.106654
76,1,-84.741447,0.925879,-0.057406
77,0,-85.722595,0.896098,-0.101402
77,1,-85.853310,0.940321,-0.055767
78,0,-86.817085,0.907812,-0.119287
78,1,-86.954391,0.939247,-0.067232
79,0,-87.943527,0.919602,-0.125627
79,1,-88.071640,0.951206,-0.088180
80,0,-89.034988,0.928281,-0.142367
80,1,-89.177101,0.975481,-0.086986
