0,0,0.000000,0.000000,0.000000
0,1,0.000000,0.000000,0.000000
1,0,-1.105957,0.013040,-0.001009
1,1,-1.104134,0.015047,-0.001913
2,0,-2.214622,0.020498,-0.009881
2,1,-2.226116,0.032269,0.011266
3,0,-3.324242,0.042730,-0.015307
3,1,-3.335838,0.053513,0.011844
4,0,-4.412376,0.042434,-0.022008
4,1,-4.414661,0.055846,-0.023447
5,0,-5.541077,0.055023,-0.014273
5,1,-5.529533,0.070733,-0.029840
6,0,-6.639755,0.063736,-0.022819
6,1,-6.626556,0.082131,-0.033885
7,0,-7.757530,0.081248,-0.021700
7,1,-7.758507,0.091301,-0.015814
8,0,-8.871284,0.100964,-0.011746
8,1,-8.863937,0.093657,-0.022771
9,0,-10.001038,0.104661,-0.011880
9,1,-9.983120,0.114364,-0.023823
10,0,-11.121529,0.112126,-0.004975
10,1,-11.108841,0.131814,-0.011464
11,0,-12.205956,0.130032,-0.021777
11,1,-12.205265,0.147987,-0.025784
12,0,-13.314728,0.141717,-0.036692
12,1,-13.313900,0.160969,-0.040848
13,0,-14.430077,0.152946,-0.036597
13,1,-14.431614,0.165212,-0.028414
14,0,-15.514313,0.165839,-0.061936
14,1,-15.536266,0.186446,-0.030655
15,0,-16.655373,0.170650,-0.034348
15,1,-16.679806,0.194565,-0.006200
16,0,-17.799301,0.182770,-0.015642
16,1,-17.802376,0.196515,-0.007857
17,0,-18.878990,0.195754,-0.043818
17,1,-18.886417,0.211917,-0.033747
18,0,-19.995079,0.197702,-0.046839
18,1,-20.014210,0.226321,-0.027478
19,0,-21.102165,0.224028,-0.048391
19,1,-21.107525,0.245210,-0.040912
20,0,-22.217522,0.225988,-0.040521
20,1,-22.218113,0.242034,-0.045926
21,0,-23.337502,0.227612,-0.044768
21,1,-23.353203,0.250805,-0.025440
22,0,-24.432419,0.248557,-0.048651
22,1,-24.472858,0.272696,-0.011537
23,0,-25.558296,0.258933,-0.049817
23,1,-25.595921,0.286862,-0.007406
24,0,-26.655472,0.264701,-0.065011
24,1,-26.703503,0.295171,-0.018918
25,0,-27.805206,0.283257,-0.033359
25,1,-27.811607,0.302946,-0.030015
26,0,-28.906799,0.291990,-0.044751
26,1,-28.933258,0.328149,-0.020292
27,0,-30.003563,0.299572,-0.053656
27,1,-30.045572,0.335252,-0.018407
28,0,-31.115555,0.320605,-0.056254
28,1,-31.171387,0.349549,-0.008233
29,0,-32.216682,0.322662,-0.070886
29,1,-32.270584,0.352098,-0.021454
30,0,-33.336609,0.335652,-0.058131
30,1,-33.379608,0.364282,-0.030965
31,0,-34.462067,0.341487,-0.055458
31,1,-34.487869,0.374602,-0.030847
32,0,-35.565567,0.358021,-0.060014
32,1,-35.614990,0.395954,-0.023935
33,0,-36.687599,0.373782,-0.054159
33,1,-36.718338,0.406919,-0.024801
34,0,-37.777504,0.382753,-0.070855
34,1,-37.828293,0.409825,-0.039038
35,0,-38.911537,0.388651,-0.057328
35,1,-38.942177,0.421083,-0.039678
36,0,-40.037354,0.406075,-0.050291
36,1,-40.076523,0.442451,-0.020410
37,0,-41.131310,0.419677,-0.064511
37,1,-41.196487,0.456438,-0.015415
38,0,-42.227524,0.426857,-0.071263
38,1,-42.305908,0.475787,-0.015655
39,0,-43.356300,0.445232,-0.061635
39,1,-43.420132,0.484111,-0.019982
40,0,-44.462822,0.459387,-0.075591
40,1,-44.515907,0.490889,-0.050035
41,0,-45.567055,0.457249,-0.074445
41,1,-45.642834,0.503922,-0.033106
42,0,-46.695305,0.478577,-0.056539
42,1,-46.763477,0.519896,-0.019803
43,0,-47.784958,0.483331,-0.080268
43,1,-47.882374,0.528508,-0.021218
44,0,-48.900505,0.505961,-0.079300
44,1,-48.985680,0.546530,-0.022275
45,0,-50.039520,0.512373,-0.064303
45,1,-50.097984,0.549157,-0.032420
46,0,-51.145561,0.519190,-0.071624
46,1,-51.203381,0.562180,-0.051467
47,0,-52.260002,0.532064,-0.057569
47,1,-52.343121,0.582808,-0.022395
48,0,-53.376305,0.548740,-0.074697
48,1,-53.453911,0.592885,-0.020413
49,0,-54.474232,0.560120,-0.091667
49,1,-54.570992,0.594079,-0.033135
50,0,-55.588295,0.563795,-0.085155
50,1,-55.684185,0.607543,-0.026594
51,0,-56.728539,0.576842,-0.066042
51,1,-56.803062,0.624263,-0.027641
52,0,-57.828327,0.594767,-0.075212
52,1,-57.923912,0.647201,-0.024131
53,0,-58.921719,0.596281,-0.098042
53,1,-59.042904,0.654709,-0.022272
54,0,-60.038715,0.606194,-0.101036
54,1,-60.142319,0.655982,-0.039162
55,0,-61.171627,0.624784,-0.088458
55,1,-61.269276,0.671947,-0.035007
56,0,-62.265587,0.632542,-0.091740
56,1,-62.383286,0.683411,-0.032122
57,0,-63.396706,0.645833,-0.078958
57,1,-63.501991,0.702190,-0.023887
58,0,-64.498276,0.660254,-0.099165
58,1,-64.604706,0.707310,-0.039912
59,0,-65.598213,0.668928,-0.109536
59,1,-65.712006,0.713181,-0.051864
