0,0,0.000000,0.000000,0.000000
0,1,0.000000,0.000000,0.000000
1,0,-1.119072,1.123140,-0.004766
1,1,-1.112423,1.132677,0.004698
2,0,-2.255417,2.252214,0.011596
2,1,-2.214870,2.256493,-0.007591
3,0,-3.343140,3.373948,-0.002074
3,1,-3.331493,3.387089,0.009813
4,0,-4.454369,4.502829,0.002872
4,1,-4.442753,4.511372,0.005969
5,0,-5.552216,5.622041,0.009570
5,1,-5.543583,5.638739,0.023750
6,0,-6.671555,6.746105,0.020091
6,1,-6.651539,6.752480,0.015253
7,0,-7.782249,7.876955,0.015387
7,1,-7.756611,7.889273,0.013806
8,0,-8.897530,8.997824,0.020675
8,1,-8.885708,9.013077,0.029592
9,0,-10.036484,10.125585,0.045971
9,1,-10.002258,10.138788,0.043283
10,0,-11.133987,11.244771,0.037084
10,1,-11.117001,11.257517,0.043370
11,0,-12.234734,12.377412,0.048196
11,1,-12.216801,12.384470,0.058019
12,0,-13.349060,13.501817,0.058422
12,1,-13.350513,13.518427,0.069539
13,0,-14.467590,14.626417,0.056470
13,1,-14.472065,14.643595,0.087641
14,0,-15.573914,15.751615,0.051803
14,1,-15.585461,15.760866,0.082252
15,0,-16.694481,16.873943,0.060474
15,1,-16.694721,16.884890,0.099545
16,0,-17.807350,17.999575,0.081524
16,1,-17.812603,18.004923,0.108900
17,0,-18.911354,19.122023,0.077028
17,1,-18.917881,19.137667,0.123520
18,0,-20.012764,20.242001,0.081426
18,1,-20.030167,20.262018,0.105040
19,0,-21.150826,21.382793,0.108927
19,1,-21.141697,21.387102,0.117664
20,0,-22.250717,22.498402,0.098268
20,1,-22.257931,22.516481,0.122956
21,0,-23.371437,23.622314,0.114556
21,1,-23.363159,23.643774,0.126270
22,0,-24.489777,24.750183,0.113429
22,1,-24.473637,24.760382,0.126066
23,0,-25.598152,25.880718,0.125602
23,1,-25.601860,25.884291,0.142817
24,0,-26.709145,27.003387,0.119308
24,1,-26.708332,27.015585,0.150142
25,0,-27.817184,28.130146,0.125927
25,1,-27.819798,28.135527,0.149886
26,0,-28.933182,29.259941,0.134163
26,1,-28.924053,29.262968,0.146529
27,0,-30.035568,30.381447,0.138589
27,1,-30.035856,30.394842,0.150473
28,0,-31.139488,31.503334,0.138000
28,1,-31.156567,31.524431,0.169783
29,0,-32.264618,32.634354,0.144147
29,1,-32.265900,32.648956,0.167575
30,0,-33.371674,33.756191,0.159222
30,1,-33.391056,33.770126,0.192479
31,0,-34.485420,34.880531,0.160434
31,1,-34.491623,34.897530,0.182164
32,0,-35.589386,36.006176,0.156930
32,1,-35.603745,36.021378,0.185851
33,0,-36.696770,37.124828,0.152781
33,1,-36.709801,37.143242,0.179702
34,0,-37.825180,38.248966,0.177298
34,1,-37.837349,38.270180,0.202762
35,0,-38.942955,39.381626,0.189721
35,1,-38.949356,39.394035,0.209528
36,0,-40.050873,40.504333,0.184539
36,1,-40.057266,40.520393,0.198622
37,0,-41.172844,41.630459,0.207417
37,1,-41.175442,41.653442,0.217590
38,0,-42.286911,42.756741,0.206463
38,1,-42.294304,42.777603,0.224077
39,0,-43.400528,43.876896,0.213493
39,1,-43.404854,43.900665,0.227610
40,0,-44.510788,44.994644,0.211855
40,1,-44.520023,45.024223,0.234941
41,0,-45.618568,46.134064,0.217866
41,1,-45.619453,46.156685,0.213812
42,0,-46.731529,47.262768,0.225089
42,1,-46.742363,47.280357,0.235158
43,0,-47.832115,48.387032,0.225566
43,1,-47.859165,48.409767,0.235471
44,0,-48.942459,49.515083,0.221321
44,1,-48.955246,49.534546,0.234190
45,0,-50.057495,50.641533,0.231399
45,1,-50.073486,50.659027,0.243116
46,0,-51.160156,51.759468,0.233270
46,1,-51.201160,51.779480,0.258711
47,0,-52.284760,52.890015,0.234816
47,1,-52.312119,52.911354,0.255277
48,0,-53.390385,54.015903,0.240790
48,1,-53.428444,54.040825,0.255465
49,0,-54.506279,55.140568,0.251667
49,1,-54.533569,55.158760,0.271307
50,0,-55.628117,56.261787,0.259887
50,1,-55.657902,56.290154,0.262596
51,0,-56.734985,57.384457,0.260363
51,1,-56.754890,57.408615,0.260577
52,0,-57.860580,58.514057,0.275564
52,1,-57.875530,58.533234,0.264226
53,0,-58.962059,59.639694,0.274260
53,1,-58.988869,59.671318,0.282478
54,0,-60.081341,60.763729,0.299213
54,1,-60.094955,60.786095,0.283613
55,0,-61.197292,61.892963,0.286895
55,1,-61.233391,61.925606,0.295303
56,0,-62.304436,63.012241,0.291970
56,1,-62.334930,63.046478,0.293035
57,0,-63.400547,64.138786,0.275098
57,1,-63.461876,64.175415,0.300293
58,0,-64.523285,65.268509,0.301327
58,1,-64.567207,65.300156,0.288033
59,0,-65.647705,66.388718,0.310105
59,1,-65.681183,66.424667,0.305104
60,0,-66.743301,67.513115,0.316746
60,1,-66.788177,67.555840,0.301857
61,0,-67.852112,68.638092,0.298893
61,1,-67.906731,68.682335,0.302600
62,0,-68.983566,69.765213,0.327244
62,1,-69.031723,69.802803,0.319606
